director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,bow
Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,Adventure Family Fantasy,pan,hugh jackman cara delevingne nonso anozie joe wright adventure family fantasy
Kenny Ortega,Lucas Grabeel,Corbin Bleu,Olesya Rulin,Comedy Drama Family Music Musical Romance,high school musical,lucas grabeel corbin bleu olesya rulin kenny ortega comedy drama family music musical romance
,Dorian Missick,Daniella Alonso,Ellen Barkin,Crime Drama,animal kingdom            ,
Richard Kwietniowski,Jason Priestley,Maury Chaykin,Danny Webb,Comedy Drama,love and death on long island,jason priestley maury chaykin danny webb richard kwietniowski comedy drama
Timur Bekmambetov,Konstantin Khabenskiy,Aleksey Chadov,Zhanna Friske,Fantasy Thriller,night watch,konstantin khabenskiy aleksey chadov zhanna friske timur bekmambetov fantasy thriller
Neil Jordan,Jim Broadbent,Miranda Richardson,Stephen Rea,Crime Drama Romance Thriller,the crying game,jim broadbent miranda richardson stephen rea neil jordan crime drama romance thriller
Bob Clark,Art Hindle,Susan Clark,Tony Ganios,Comedy,porky's,art hindle susan clark tony ganios bob clark comedy
George A. Romero,Julian Richings,Shawn Roberts,Kathleen Munroe,Horror,survival of the dead,julian richings shawn roberts kathleen munroe george a. romero horror
Sofia Coppola,Scarlett Johansson,Bill Murray,Catherine Lambert,Drama,lost in translation,scarlett johansson bill murray catherine lambert sofia coppola drama
Woody Allen,Woody Allen,Carol Kane,Shelley Duvall,Comedy Romance,annie hall,woody allen carol kane shelley duvall woody allen comedy romance
Cecil B. DeMille,Gloria Grahame,Dorothy Lamour,Cornel Wilde,Drama Family Romance,the greatest show on earth,gloria grahame dorothy lamour cornel wilde cecil b. demille drama family romance
Ridley Scott,Christian Bale,María Valverde,Ben Mendelsohn,Action Adventure Drama,exodus: gods and kings,christian bale maría valverde ben mendelsohn ridley scott action adventure drama
Marc Forster,Heath Ledger,Peter Boyle,Marcus Lyle Brown,Drama Romance,monster's ball,heath ledger peter boyle marcus lyle brown marc forster drama romance
Henry Hobson,Joely Richardson,J.D. Evermore,David A Cole,Drama Horror,maggie,joely richardson j.d. evermore david a cole henry hobson drama horror
Mike Figgis,Nicolas Cage,Valeria Golino,Julian Sands,Drama Romance,leaving las vegas,nicolas cage valeria golino julian sands mike figgis drama romance
Duane Journey,Molly C. Quinn,Lara Flynn Boyle,Lochlyn Munro,Comedy Horror,hansel & gretel get baked,molly c. quinn lara flynn boyle lochlyn munro duane journey comedy horror
Dan O'Bannon,Linnea Quigley,Clu Gulager,Beverly Randolph,Comedy Horror Sci-Fi,the return of the living dead,linnea quigley clu gulager beverly randolph dan o'bannon comedy horror sci-fi
Billy Wilder,Austin Pendleton,Harold Gould,David Wayne,Comedy Drama Romance,the front page,austin pendleton harold gould david wayne billy wilder comedy drama romance
Rob Cohen,Ryan Guzman,Hill Harper,Adam Hicks,Mystery Thriller,the boy next door,ryan guzman hill harper adam hicks rob cohen mystery thriller
Carol Reed,Gina Lollobrigida,Katy Jurado,Sidney James,Drama Romance,trapeze,gina lollobrigida katy jurado sidney james carol reed drama romance
,Holly Hunter,Dylan Minnette,Bokeem Woodbine,Drama Fantasy,saving grace            ,
Lisa Cholodenko,Josh Hutcherson,Mia Wasikowska,Yaya DaCosta,Comedy Drama,the kids are all right,josh hutcherson mia wasikowska yaya dacosta lisa cholodenko comedy drama
John Carpenter,Meg Foster,Peter Jason,George 'Buck' Flower,Horror Sci-Fi Thriller,they live,meg foster peter jason george 'buck' flower john carpenter horror sci-fi thriller
John Sturges,James Coburn,Donald Pleasence,Gordon Jackson,Adventure Drama History Thriller War,the great escape,james coburn donald pleasence gordon jackson john sturges adventure drama history thriller war
William Arntz,Marlee Matlin,Elaine Hendrix,Armin Shimerman,Comedy Documentary Drama Fantasy Mystery Sci-Fi,what the #$*! do we (k)now!?,marlee matlin elaine hendrix armin shimerman william arntz comedy documentary drama fantasy mystery sci-fi
Ed Gass-Donnelly,Muse Watson,Spencer Treat Clark,Ashley Bell,Drama Horror Thriller,the last exorcism part ii,muse watson spencer treat clark ashley bell ed gass-donnelly drama horror thriller
Richard Linklater,Ellar Coltrane,Lorelei Linklater,Libby Villari,Drama,boyhood,ellar coltrane lorelei linklater libby villari richard linklater drama
Woody Allen,Scarlett Johansson,Kevin McNally,Geoff Bell,Comedy Crime Mystery,scoop,scarlett johansson kevin mcnally geoff bell woody allen comedy crime mystery
Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,Action Adventure Sci-Fi Thriller,planet of the apes,cary-hiroyuki tagawa estella warren erick avari tim burton action adventure sci-fi thriller
DJ Pooh,Angell Conwell,Dr. Dre,DJ Pooh,Comedy,the wash,angell conwell dr. dre dj pooh dj pooh comedy
DJ Pooh,Mo'Nique,Mike Epps,Faizon Love,Comedy,3 strikes,mo'nique mike epps faizon love dj pooh comedy
Wayne Kramer,Estella Warren,Paul Sorvino,Shawn Hatosy,Crime Drama Fantasy Romance,the cooler,estella warren paul sorvino shawn hatosy wayne kramer crime drama fantasy romance
John Huston,Montgomery Clift,Kevin McCarthy,Thelma Ritter,Drama Romance Western,the misfits,montgomery clift kevin mccarthy thelma ritter john huston drama romance western
Patrick Stettner,Robin Williams,Joe Morton,Rory Culkin,Crime Mystery Thriller,the night listener,robin williams joe morton rory culkin patrick stettner crime mystery thriller
James Melkonian,Vincent Pastore,William Hickey,Peter Appel,Comedy Crime,the jerky boys,vincent pastore william hickey peter appel james melkonian comedy crime
Wes Craven,Frank Grillo,Emily Meade,Zena Grey,Horror Mystery Thriller,my soul to take,frank grillo emily meade zena grey wes craven horror mystery thriller
J.A. Bayona,Geraldine Chaplin,Belén Rueda,Fernando Cayo,Drama Mystery Thriller,the orphanage,geraldine chaplin belén rueda fernando cayo j.a. bayona drama mystery thriller
Michael Tiddes,Ashley Rickards,Essence Atkins,Gabriel Iglesias,Comedy Fantasy,a haunted house 2,ashley rickards essence atkins gabriel iglesias michael tiddes comedy fantasy
Roger Avary,Ian Somerhalder,Faye Dunaway,Clifton Collins Jr.,Comedy Drama Romance,the rules of attraction,ian somerhalder faye dunaway clifton collins jr. roger avary comedy drama romance
